left_boundary,right_boundary,top_boundary,bottom_boundary,landing_left,landing_right,landing_speed,landing_angle
45.0,15.0,5.751417323521203,27.998582676478797,21.5,-8.5,4.971653529575893,10.0
45.0,15.0,5.754244883946008,27.995755116053992,21.5,-8.5,4.943448791503906,10.0
45.0,15.0,5.758475630089897,27.991524369910103,21.5,-8.5,4.91538507712228,10.0
45.0,15.0,5.764102546024272,27.985897453975728,21.5,-8.5,4.887461681312561,10.0
45.0,15.0,5.771118650900178,27.978881349099822,21.5,-8.5,4.8596779024818915,10.0
45.0,15.0,5.779516998772909,27.97048300122709,21.5,-8.5,4.832033042545374,10.0
45.0,15.0,5.789290678427481,27.96070932157252,21.5,-8.5,4.804526406908541,10.0
45.0,15.0,5.8004328132049885,27.94956718679501,21.5,-8.5,4.777157304449891,10.0
45.0,15.0,5.8129365608298045,27.937063439170196,21.5,-8.5,4.749925047503534,10.0
45.0,15.0,5.826795113237711,27.92320488676229,21.5,-8.5,4.722828951841909,10.0
45.0,15.0,5.842001696404779,27.90799830359522,21.5,-8.5,4.6958683366585925,10.0
45.0,15.0,5.8574158421498765,27.892584157850123,21.5,-8.5,4.691717085098068,10.0
45.0,15.0,5.874056889682993,27.875943110317007,21.5,-8.5,4.667179049337756,10.0
45.0,15.0,5.892995757020287,27.857004242979713,21.5,-8.5,4.621222653254013,10.0
45.0,15.0,5.9150713055789375,27.834928694421063,21.5,-8.5,4.5584890288270286,10.0
45.0,15.0,5.9410046334818425,27.808995366518158,21.5,-8.5,4.481333441941822,10.0
45.0,15.0,5.971400100339551,27.77859989966045,21.5,-8.5,4.392090662845953,10.0
45.0,15.0,6.00651877296843,27.74348122703157,21.5,-8.5,4.297626547422348,10.0
45.0,15.0,6.0465637373485634,27.703436262651437,21.5,-8.5,4.199100712397289,10.0
45.0,15.0,6.091623713025665,27.658376286974335,21.5,-8.5,4.098800486458071,10.0
45.0,15.0,6.141786975947699,27.6082130240523,21.5,-8.5,3.996734741559263,10.0
45.0,15.0,6.1972549296700805,27.55274507032992,21.5,-8.5,3.8906409255523595,10.0
45.0,15.0,6.258171077245503,27.491828922754497,21.5,-8.5,3.781677048491562,10.0
45.0,15.0,6.324734879713631,27.42526512028637,21.5,-8.5,3.6687239506374967,10.0
45.0,15.0,6.397031449804459,27.35296855019554,21.5,-8.5,3.5540685981834166,10.0
45.0,15.0,6.475145474684339,27.27485452531566,21.5,-8.5,3.437719502402321,9.96057068395935
45.00001686019897,14.999983139801031,6.559161218083801,27.1908387819162,21.50001686019897,-8.500016860198969,3.319685098175959,9.980383915269776
45.00004210834693,14.999957891653068,6.6491058469124695,27.10089415308753,21.500042108346932,-8.500042108346932,3.2011073525531946,9.925501732817665
45.0000992123761,14.9999007876239,6.745006392245429,27.00499360775457,21.5000992123761,-8.5000992123761,3.0819887533145938,9.880040581441204
45.00020761173243,14.999792388267572,6.8468897500023935,26.903110249997606,21.500207611732428,-8.500207611732428,2.9623316915401428,9.81310926807976
45.00039592662478,14.999604073375217,6.954839575108405,26.795160424891595,21.500395926624783,-8.500395926624783,2.8410002127913145,9.768358372351736
45.00068329278978,14.99931670721022,7.068882210728955,26.681117789271045,21.50068329278978,-8.50068329278978,2.7191400465092364,9.718224436014395
45.00109114778269,14.998908852217312,7.189100543815936,26.560899456184064,21.501091147782688,-8.501091147782688,2.595619501334503,9.665312063854483
45.00164211723367,14.998357882766328,7.315463695882013,26.434536304117987,21.501642117233672,-8.501642117233672,2.4727129353862227,9.613921190536256
45.00235817617139,14.997641823828609,7.44794094283229,26.30205905716771,21.50235817617139,-8.502358176171391,2.3504163572419845,9.578683917884705
45.00325439225332,14.996745607746684,7.586501714192348,26.163498285807652,21.503254392253318,-8.503254392253316,2.228726605824711,9.507394056819697
45.00436124942801,14.995638750571992,7.731115592340135,26.018884407659865,21.50436124942801,-8.504361249428008,2.107637720772274,9.459904005582155
45.0056990547105,14.994300945289504,7.88175231174171,25.86824768825829,21.505699054710497,-8.505699054710496,1.987146803772585,9.417506073884573
45.007285937696636,14.992714062303364,8.03838175819082,25.71161824180918,21.507285937696636,-8.507285937696636,1.8672503009295878,9.367072786278179
45.009143463945996,14.990856536054004,8.20097396805221,25.54902603194779,21.509143463945996,-8.509143463945996,1.7479435975753912,9.331973841781357
45.01128664196614,14.988713358033865,8.369499127508828,25.380500872491172,21.511286641966137,-8.511286641966135,1.6292242683973663,9.294978190480442
45.0137312913072,14.986268708692798,8.543927571812684,25.206072428187316,21.513731291307202,-8.513731291307202,1.511088508278474,9.259023381709826
45.01649278644917,14.98350721355083,8.72422978453956,25.02577021546044,21.51649278644917,-8.51649278644917,1.3935328217422494,9.22823332966406
45.019584293392775,14.980415706607223,8.91037639684733,24.83962360315267,21.519584293392775,-8.519584293392777,1.276554354426969,9.166873993124236
45.02303204973803,14.976967950261972,9.102338186738095,24.647661813261905,21.523032049738028,-8.523032049738028,1.1601450130567805,9.13214327910894
45.02685090653505,14.973149093464947,9.300199429328401,24.4498005706716,21.526850906535053,-8.526850906535053,1.0420381514412904,9.084185080616418
45.031061370981284,14.968938629018716,9.504043978359217,24.245956021640783,21.531061370981284,-8.531061370981284,0.9222394292735308,9.04296051985874
45.035681070932526,14.964318929067476,9.714011943805026,24.035988056194974,21.535681070932526,-8.535681070932524,0.7996243910290772,8.998472201635535
45.040729029845735,14.959270970154265,9.930072708583772,23.819927291416228,21.540729029845735,-8.540729029845735,0.677605480016215,8.950131691972576
45.046225918396786,14.953774081603216,10.152195808698774,23.597804191301226,21.546225918396786,-8.546225918396784,0.5561778888689375,8.909433420271725
45.05218913939729,14.947810860602708,10.380350932473359,23.36964906752664,21.552189139397292,-8.552189139397292,0.4353392016800335,8.853825193332924
45.0586424712402,14.941357528759804,10.614507919789233,23.135492080210767,21.558642471240198,-8.558642471240196,0.3150820625876891,8.811406255548519
45.06560405250367,14.934395947496329,10.854636761328681,22.89536323867132,21.565604052503673,-8.565604052503671,0.19540535933509773,8.768094011499453
45.07309240374873,14.926907596251269,11.100707597820588,22.649292402179412,21.57309240374873,-8.573092403748731,0.07630496573171275,8.72533670119284
45.08112580824354,14.91887419175646,11.352690719290191,22.39730928070981,21.58112580824354,-8.58112580824354,-0.04222288651906414,8.665535517965166
45.08972983731294,14.910270162687064,11.610556564312596,22.139443435687404,21.589729837312937,-8.589729837312936,-0.16018694798352406,8.625683782513617
45.09892153178482,14.901078468215184,11.874275719270052,21.875724280729948,21.598921531784818,-8.598921531784816,-0.2775858093919572,8.587147534448784
45.10871736997723,14.891282630022772,12.143818917612876,21.606181082387124,21.608717369977228,-8.608717369977228,-0.39442283173170534,8.548049883310755
45.11913407026736,14.880865929732645,12.418987012617439,21.33101298738256,21.619134070267357,-8.619134070267355,-0.5073038105184731,8.50933067783717
45.130188189206876,14.869811810793124,12.699581853293758,21.050418146706242,21.630188189206876,-8.630188189206876,-0.6162499289007046,8.470519047545046
45.14189632286884,14.858103677131162,12.985066008410655,20.764933991589345,21.64189632286884,-8.641896322868838,-0.7144827663282891,8.431850658737922
45.154275006075416,14.845724993924584,13.274791600871392,20.475208399128608,21.654275006075416,-8.654275006075416,-0.7997982973428908,8.393207320160315
45.16734076293716,14.832659237062842,13.568227125986457,20.181772874013543,21.667340762937158,-8.667340762937158,-0.8745253902565748,8.354648064814395
45.18111008161017,14.818889918389829,13.864617252563555,19.885382747436445,21.68111008161017,-8.681110081610171,-0.9341958602360858,8.316143165990995
45.19559942700739,14.804400572992613,14.163040181576967,19.586959818423033,21.695599427007387,-8.695599427007387,-0.9754894591483438,8.277707351153394
45.21082523450102,14.789174765498977,14.462295345484929,19.28770465451507,21.710825234501023,-8.710825234501023,-0.9928450118258674,8.239333083859988
45.22680391314525,14.773196086854753,14.761188179583396,18.988811820416604,21.726803913145247,-8.726803913145247,-0.9863927183782311,8.201023978462716
45.2435518441306,14.7564481558694,15.058586549511372,18.69141345048863,21.7435518441306,-8.7435518441306,-0.9573914972278779,8.174056073238397
45.26108055908619,14.738919440913811,15.354497927589712,18.395502072410288,21.76108055908619,-8.761080559086189,-0.928601842735409,8.141484987690662
45.27940398559276,14.720596014407244,15.648929748777658,18.101070251222342,21.779403985592758,-8.779403985592756,-0.9000286537267366,8.100518911660979
45.298539640976564,14.701460359023436,15.941163964431084,17.808836035568916,21.798539640976564,-8.798539640976564,-0.8572010416425053,8.063852746062345
45.31850320389779,14.68149679610221,16.230151294720535,17.519848705279465,21.81850320389779,-8.81850320389779,-0.7935212405698362,8.025128290662183
45.33931123315302,14.66068876684698,16.515070920501397,17.234929079498603,21.83931123315302,-8.83931123315302,-0.7135686654346811,7.987529791301284
45.36097980607364,14.639020193926363,16.795050323153355,16.954949676846645,21.860979806073637,-8.860979806073637,-0.6163330728069374,7.949462310169157
45.38352520053028,14.61647479946972,17.06950036450634,16.68049963549366,21.88352520053028,-8.88352520053028,-0.5074901728413366,7.923002496982999
45.40695873088901,14.593041269110993,17.338002262795413,16.411997737204587,21.90695873088901,-8.906958730889007,-0.3904508060054006,7.857058400705623
45.43130859521909,14.568691404780909,17.6001951337359,16.1498048662641,21.931308595219093,-8.931308595219091,-0.26642259849732675,7.839172613897674
45.456582441584324,14.543417558415676,17.855775701035974,15.894224298964028,21.956582441584324,-8.956582441584324,-0.13654333930976303,7.819770977115704
45.48278856623451,14.517211433765487,18.104498008356682,15.645501991643318,21.98278856623451,-8.982788566234513,-0.0019814924935808165,7.8349223680639
45.50992049034905,14.490079509650949,18.34617313271222,15.40382686728778,22.009920490349053,-9.009920490349051,0.13613293609202604,7.8327593666696425
45.537979138839596,14.462020861160404,18.58044568501741,15.16955431498259,22.037979138839596,-9.037979138839596,0.28106297907238265,7.8672354237904685
45.566949769548735,14.433050230451263,18.807073660275357,14.942926339724645,22.066949769548735,-9.066949769548737,0.4305564184157804,7.972830417000143
45.59678722945902,14.403212770540984,19.02576045994273,14.724239540057267,22.096787229459018,-9.096787229459016,0.5857417219806837,8.076173700490816
45.62744732839679,14.37255267160321,19.236322575611766,14.513677424388234,22.12744732839679,-9.12744732839679,0.7443474661624787,8.191575062568411
45.658880720085676,14.341119279914324,19.43874482713103,14.311255172868972,22.158880720085676,-9.158880720085676,0.9030339994969729,8.356611791628096
45.691016833885115,14.308983166114883,19.633067913821264,14.116932086178736,22.191016833885115,-9.191016833885117,1.06075175542582,8.51320411827831
45.72378871002886,14.276211289971137,19.819388135078054,13.930611864921946,22.223788710028863,-9.223788710028863,1.2163921601117949,8.735175365965453
45.757101432353544,14.242898567646456,19.997745505228558,13.752254494771444,22.257101432353544,-9.257101432353544,1.3711660850523844,8.96866455275951
45.79085515955978,14.209144840440217,20.1681798385283,13.5818201614717,22.290855159559783,-9.290855159559783,1.5251085733425707,9.324502739298836
45.82489773322256,14.175102266777436,20.330730750161553,13.419269249838447,22.324897733222564,-9.324897733222564,1.6784524272931614,9.875660215030603
45.85899347528199,14.141006524718009,20.485493460808065,13.264506539191935,22.35899347528199,-9.358993475281991,1.8305195231243463,9.269358897821819
45.89277679106578,14.107223208934224,20.63306494718706,13.11693505281294,22.392776791065778,-9.392776791065776,1.9722182365663694,8.2215191285794
45.925799618350766,14.074200381649236,20.77426241541987,12.975737584580129,22.425799618350766,-9.425799618350764,2.099846062206319,7.194394326254464
45.95762275275102,14.04237724724898,20.910345414168667,12.839654585831331,22.45762275275102,-9.45762275275102,2.2049118488662436,6.265790380870015
45.987849117957346,14.012150882042656,21.04267880149515,12.707321198504852,22.487849117957346,-9.487849117957344,2.2851697250188328,5.284652225910708
46.016059173734824,13.983940826265176,21.17245320045642,12.57754679954358,22.516059173734824,-9.516059173734824,2.3438974513224395,4.3322340211262285
46.04184566066199,13.958154339338009,21.30079747742289,12.449202522577112,22.54184566066199,-9.541845660661991,2.3818177039716777,3.33426514095785
46.06478184159045,13.935218158409548,21.428444229433094,12.321555770566906,22.564781841590452,-9.564781841590452,2.4061795209121772,2.3615665206818424
46.08445178507815,13.915548214921849,21.55545274768325,12.194547252316749,22.58445178507815,-9.584451785078151,2.429547091665788,1.378664517010339
46.100435196658474,13.899564803341526,21.681826223342153,12.068173776657847,22.600435196658474,-9.600435196658474,2.4523952586119036,0.4033214600457615
46.112315014113236,13.887684985886764,21.807567831622762,11.942432168377236,22.612315014113236,-9.612315014113236,2.473968953812872,-0.5621721306937157
46.11967838691185,13.88032161308815,21.93268073186197,11.817319268138029,22.61967838691185,-9.61967838691185,2.4934121148272297,-1.429461483143557
46.1221544572125,13.877845542787497,22.05716806759999,11.692831932400013,22.622154457212503,-9.622154457212503,2.509760840137466,-2.0583248919852934
46.119474319457964,13.880525680542036,22.181032966659306,11.568967033340694,22.619474319457964,-9.619474319457964,2.522122169487835,-2.312443508918429
46.11152931108761,13.888470688912392,22.30427854122333,11.44572145877667,22.611529311087608,-9.611529311087608,2.529972080512324,-2.154603091679565
46.0983869255583,13.901613074441698,22.42690788791454,11.32309211208546,22.5983869255583,-9.598386925558302,2.533368372268552,-2.1244530133312516
46.080060055214375,13.919939944785622,22.548924087872287,11.201075912127711,22.58006005521438,-9.580060055214378,2.5323025121598,-2.1092169199720807
46.05655521509571,13.943444784904287,22.670330206830243,11.079669793169757,22.556555215095713,-9.556555215095713,2.526789679025391,-2.0864744979303573
46.02788212999084,13.972117870009157,22.791129295193414,10.958870704806584,22.527882129990843,-9.527882129990843,2.516891822025935,-2.0676295227063957
45.99404885811796,14.005951141882043,22.911324388114767,10.838675611885233,22.494048858117957,-9.494048858117957,2.502677381834905,-2.0468829365116115
45.95506427083488,14.04493572916512,23.030918505571513,10.719081494428487,22.45506427083488,-9.45506427083488,2.4842455623897006,-2.0271390222677237
45.91093681075124,14.089063189248762,23.149914652440977,10.600085347559023,22.410936810751238,-9.410936810751238,2.4617079992079045,-2.0069431318339994
45.86167511374421,14.138324886255788,23.268315818576095,10.481684181423905,22.361675113744212,-9.361675113744212,2.4351958410695285,-1.987023719221277
45.80728769746751,14.192712302532492,23.386124978880538,10.363875021119464,22.30728769746751,-9.307287697467508,2.404851503216657,-2.123684013335671
45.74771612520496,14.25228387479504,23.503345093383455,10.246654906616545,22.24771612520496,-9.24771612520496,2.3702222553296077,-2.450286769818792
45.682820739767116,14.317179260232884,23.619979107313856,10.130020892686144,22.182820739767116,-9.182820739767116,2.330550299657713,-2.7538405708113096
45.612471739828514,14.387528260171486,23.73602995117461,10.013970048825389,22.112471739828514,-9.112471739828514,2.285831239354923,-3.0457788011743485
45.53654429094752,14.463455709052484,23.851500540816062,9.89849945918394,22.036544290947518,-9.036544290947516,2.236058280953015,-3.286842061595477
45.45493531310792,14.545064686892085,23.9663937775093,9.7836062224907,21.954935313107917,-8.954935313107915,2.181455616679153,-3.474406075283463
45.36756460287458,14.63243539712542,24.080712548019076,9.669287451980924,21.86756460287458,-8.86756460287458,2.122332729619832,-3.5371779461657944
45.27440531863982,14.72559468136018,24.194459724676303,9.555540275323697,21.774405318639822,-8.77440531863982,2.0594509059277444,-3.5838548852207026
45.17543750107999,14.82456249892001,24.307638165450243,9.442361834549757,21.67543750107999,-8.67543750107999,1.9930754336979457,-3.571319106224795
45.07066651056522,14.929333489434784,24.420250714020316,9.329749285979684,21.570666510565218,-8.570666510565216,1.9237330058076298,-3.566039861829486
44.960094604530326,15.039905395469674,24.532300199847533,9.217699800152465,21.460094604530326,-8.460094604530326,1.8515887385327856,-3.5347643843725667
44.8437351565467,15.1562648434533,24.64378943824562,9.10621056175438,21.3437351565467,-8.3437351565467,1.7769969647151411,-3.5165652121400957
44.72159594868352,15.27840405131648,24.75472123045171,8.995278769548289,21.22159594868352,-8.22159594868352,1.7000697813741366,-3.4019115976299084
44.59372600747607,15.406273992523928,24.864707738696776,8.885292261303224,21.09372600747607,-8.093726007476072,1.6267076106368128,-2.9762743935960714
44.460307337804764,15.539692662195236,24.972470207257754,8.777529792742246,20.960307337804764,-7.960307337804764,1.569939298075404,-2.4993804737230043
44.32154386221217,15.678456137787833,25.076736274190218,8.673263725809782,20.821543862212167,-7.821543862212167,1.5285902073018431,-2.038116564633089
44.17763281975967,15.822367180240327,25.176239939359444,8.573760060640556,20.677632819759673,-7.677632819759673,1.5007790854606977,-1.536444211273123
44.02878872838843,15.971211271611573,25.27005635405997,8.479943645940029,20.528788728388427,-7.528788728388427,1.4811318181328166,-0.9158234282014632
43.87527696906216,16.124723030937837,25.357488508115562,8.392511491884438,20.375276969062163,-7.375276969062163,1.4667158724922187,-0.19335298891953379
43.717406474234764,16.282593525765236,25.438066090686593,8.311933909313407,20.217406474234764,-7.217406474234764,1.4550971832764006,0.6056026969530244
43.55551888188499,16.444481118115007,25.511376946059052,8.238623053940946,20.055518881884993,-7.055518881884993,1.445730788347777,1.3867869606092587
43.389948230830754,16.610051769169246,25.57728999715465,8.17271000284535,19.889948230830754,-6.889948230830754,1.4358355371696923,2.174903974714515
43.22103152437333,16.77896847562667,25.635786429423348,8.114213570576654,19.72103152437333,-6.7210315243733305,1.4248252457486719,2.957584321059998
43.049103441064055,16.950896558935945,25.686847522387833,8.063152477612167,19.549103441064055,-6.549103441064055,1.4129956205698426,3.7522168823556514
42.874503770289124,17.125496229710876,25.730510452744642,8.019489547255358,19.374503770289124,-6.374503770289124,1.4004724464420417,4.527696172836832
42.69756411138758,17.302435888612422,25.766812211306814,7.9831877886931855,19.197564111387578,-6.197564111387578,1.387496127786204,5.288344810205372
42.518609722027165,17.481390277972835,25.795789603933315,7.954210396066685,19.018609722027165,-6.018609722027165,1.3742938478255526,6.015165262917538
42.33795139475215,17.662048605247847,25.81747925245383,7.932520747546171,18.837951394752153,-5.837951394752151,1.3608862580706824,6.689676985945088
42.1558775545976,17.844122445402398,25.831917595588884,7.918082404411118,18.655877554597602,-5.6558775545976,1.3470916233165093,7.253845252745334
41.97262944311138,18.02737055688862,25.8391408898654,7.910859110134599,18.47262944311138,-5.47262944311138,1.332191589329061,7.736963285230187
41.78841364430189,18.21158635569811,25.83918521052768,7.91081478947232,18.28841364430189,-5.28841364430189,1.3156839171786232,7.961711675005689
41.603326261854185,18.396673738145815,25.832086452443793,7.917913547556206,18.103326261854185,-5.103326261854184,1.2955307258568047,8.084801821256614
41.41741992981232,18.58258007018768,25.817880331007466,7.932119668992534,17.91741992981232,-4.9174199298123185,1.2710334847561828,8.02804474357801
41.23067037852825,18.769329621471748,25.796602383035463,7.953397616964538,17.730670378528252,-4.730670378528252,1.2408433938076238,8.061353170558366
41.04309185087411,18.956908149125887,25.768287967660463,7.981712032339537,17.543091850874113,-4.543091850874111,1.2059304089185061,8.049545574141792
40.85467929785475,19.14532070214525,25.73313967793377,8.01686032206623,17.35467929785475,-4.3546792978547515,1.1667406867793422,8.060325508414724
40.66543732903117,19.33456267096883,25.691972933227138,8.058027066772862,17.16543732903117,-4.165437329031173,1.1266436449008617,8.250811458214137
40.47544739727493,19.524552602725073,25.64604550438689,8.103954495613108,16.975447397274927,-3.9754473972749267,1.0907544007254653,8.553185498018879
40.284838799438916,19.715161200561084,25.597111105547995,8.152888894452003,16.784838799438916,-3.7848387994389157,1.0642046313999014,8.883138627928064
40.09375262535124,19.906247374648757,25.547193700131864,8.202806299868136,16.593752625351243,-3.593752625351245,1.0500292005665446,9.254605092483752
