# Trial, Score, RMS, Safe_landing, time, self-conf, workload, Control_mode, Position_x, Position_y, speed, attitude, score_t, score_p,score_v, score_a, start_time, end_time
1.000000000000000000e+00,9.220000000000000000e+02,2.357081207539694301e+00,2.000000000000000000e+00,5.310999999999999943e+00,5.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.637893849523265999e+00,4.338292531866159152e+00,5.644678652034349930e+00,6.719165444520537100e+00,9.855770255653727929e+01,1.000000000000000000e+02,8.065365599710952438e+01,8.945480544455440963e+01,1.728068744707582951e+09,1.728068753884828091e+09
2.000000000000000000e+00,1.450000000000000000e+02,4.023823836477224525e+00,0.000000000000000000e+00,1.507699999999999996e+01,5.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.287413312094876972e+00,3.375000000000000000e+01,3.375681917131683463e+01,1.265894496939752258e+02,3.339264245284163479e+01,2.434742076041258940e+01,3.277554925129599894e-04,1.035552010585969462e-01,1.728068787919169903e+09,1.728068805896604061e+09
3.000000000000000000e+00,6.560000000000000000e+02,3.848710485959157879e+00,0.000000000000000000e+00,2.713100000000000023e+01,5.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,8.651709593485115590e+00,4.364724021492371264e+00,5.584200827040588067e+00,-1.834562898235646244e+01,3.601934271061262649e+01,7.854027159473338315e+01,8.112112117846859860e+01,6.666042689918695885e+01,1.728068851312846899e+09,1.728068881233144999e+09
