# Trial, Score, RMS, Safe_landing, time, self-conf, workload, Control_mode, Position_x, Position_y, speed, attitude, score_t, score_p,score_v, score_a, start_time, end_time
1.000000000000000000e+00,9.750000000000000000e+02,2.059433589717834856e+00,1.000000000000000000e+00,6.102999999999999758e+00,5.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,-1.132670636988493129e-01,4.065160546829314825e+00,3.298351785946325165e+00,-1.063803743748131581e+00,9.829989761771534518e+01,1.000000000000000000e+02,9.309145989543554833e+01,9.848997037699004409e+01,1.741287686502976894e+09,1.741287693987365007e+09
2.000000000000000000e+00,9.730000000000000000e+02,2.128487545478659815e+00,1.000000000000000000e+00,9.708999999999999631e+00,5.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.381146523645689683e+00,4.213615922278918902e+00,1.343551989180206574e+00,3.426736060400702222e+00,9.695974252378617564e+01,1.000000000000000000e+02,9.728333851601863103e+01,9.491815064328879714e+01,1.741287723314281940e+09,1.741287878802966118e+09
3.000000000000000000e+00,9.750000000000000000e+02,2.140547361288187123e+00,1.000000000000000000e+00,6.807000000000000384e+00,5.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,1.807851482553662237e+00,4.053330750386017201e+00,2.641254207021500378e+00,2.071810558082454179e+00,9.806024215571240177e+01,1.000000000000000000e+02,9.492794898320508423e+01,9.700281956631556568e+01,1.741287896569884062e+09,1.741287904637187958e+09
4.000000000000000000e+00,9.620000000000000000e+02,2.132469506665076953e+00,1.000000000000000000e+00,6.349999999999999645e+00,5.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,-2.173267000874407273e+00,4.101772166025074995e+00,4.369029803693381453e+00,-1.435583152871051871e+00,9.821695944850981164e+01,1.000000000000000000e+02,8.875029751544597900e+01,9.794783664089892739e+01,1.741288077415791988e+09,1.741288085583780050e+09
5.000000000000000000e+00,9.670000000000000000e+02,2.109875232898511754e+00,1.000000000000000000e+00,7.814000000000000057e+00,5.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,-2.429589825623221344e+00,4.197519917378251364e+00,2.776536256760765653e+00,-3.566340807002984725e+00,9.769950208810899994e+01,1.000000000000000000e+02,9.459219594454735613e+01,9.469782402201818172e+01,1.741288135880987883e+09,1.741288144729234934e+09
