# Trial, Score, RMS, Safe_landing, time, self-conf, workload, Control_mode, Position_x, Position_y, speed, attitude, score_t, score_p,score_v, score_a, start_time, end_time
1.000000000000000000e+00,9.060000000000000000e+02,2.512484765517940311e+00,1.000000000000000000e+00,5.264000000000000234e+00,5.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,4.959496031103263647e+00,4.324261026687558740e+00,4.758960365070893594e+00,1.323194822204875898e+01,9.857261919976271258e+01,1.000000000000000000e+02,8.665184132212722545e+01,7.719634951597431893e+01,1.752606860822256088e+09,1.752606872185771942e+09
2.000000000000000000e+00,9.670000000000000000e+02,2.252426652188951994e+00,2.000000000000000000e+00,5.711999999999999744e+00,5.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.192348650744442295e+00,4.139237803717424669e+00,3.664087945105613642e+00,2.472627908412805553e+00,9.842870505136424697e+01,1.000000000000000000e+02,9.181863321129722522e+01,9.639631717659356980e+01,1.752606904741703033e+09,1.752606912088785887e+09
3.000000000000000000e+00,4.840000000000000000e+02,2.963642146909724495e+00,0.000000000000000000e+00,5.309000000000000163e+00,5.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,1.620691871588783783e+01,3.750000000000000000e-01,1.097131996975722146e+01,2.269303918503643303e+01,4.929536779635412813e+01,6.409942453117363925e+01,2.251923315464452457e+01,5.752351455176284389e+01,1.752606938818820953e+09,1.752606945595005989e+09
4.000000000000000000e+00,9.720000000000000000e+02,2.121569140120790564e+00,2.000000000000000000e+00,5.610000000000000320e+00,5.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,1.160697188475221964e+00,4.115578564894278202e+00,3.855486831172667106e+00,5.834464972050045217e-01,9.846181288311184687e+01,1.000000000000000000e+02,9.107036219867313775e+01,9.917938982564078287e+01,1.752606965018095970e+09,1.752606973777996063e+09
5.000000000000000000e+00,6.110000000000000000e+02,2.936607739941829553e+00,0.000000000000000000e+00,5.512999999999999901e+00,5.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,1.242258575073433491e+01,3.750000000000000000e-01,1.083625798651478966e+01,-1.111208143432589113e+00,4.970088390087256158e+01,7.247707921279301502e+01,2.371933440283067185e+01,9.842125924931266923e+01,1.752607004546865940e+09,1.752607012993249893e+09
