# Trial, Score, RMS, Safe_landing, time, self-conf, workload, Control_mode, Position_x, Position_y, speed, attitude, score_t, score_p,score_v, score_a, start_time, end_time
1.000000000000000000e+00,9.730000000000000000e+02,2.321833239806600613e+00,2.000000000000000000e+00,9.057999999999999829e+00,8.500000000000000000e+01,1.500000000000000000e+01,1.000000000000000000e+00,2.672925110758605172e+00,4.135306092981210213e+00,3.389224560974338107e+00,6.412483759288425400e-01,9.722318993649884078e+01,1.000000000000000000e+02,9.279346336641684445e+01,9.909709081153484078e+01,1.746144118860258102e+09,1.746144132304155111e+09
2.000000000000000000e+00,9.610000000000000000e+02,2.220703365630526172e+00,2.000000000000000000e+00,5.256999999999999673e+00,9.500000000000000000e+01,1.500000000000000000e+01,1.000000000000000000e+00,5.565966392483588265e+00,4.028505359637811978e+00,4.283214788527510919e+00,2.425650844532075912e+00,9.857483721680138444e+01,1.000000000000000000e+02,8.917162235163984008e+01,9.646784577499737168e+01,1.746144157449744940e+09,1.746144163766622066e+09
3.000000000000000000e+00,9.770000000000000000e+02,1.773948383871356560e+00,2.000000000000000000e+00,7.415000000000000036e+00,9.500000000000000000e+01,1.500000000000000000e+01,1.000000000000000000e+00,-1.610044124392754128e+00,4.074431273903762474e+00,2.308861833779011885e+00,-1.855737957454262954e+00,9.784502002404576615e+01,1.000000000000000000e+02,9.567096036199366438e+01,9.732620128971954898e+01,1.746144414879270077e+09,1.746144423843604088e+09
4.000000000000000000e+00,9.690000000000000000e+02,2.015993140869249522e+00,2.000000000000000000e+00,5.809000000000000163e+00,9.500000000000000000e+01,1.500000000000000000e+01,1.000000000000000000e+00,-1.373376869633336383e+00,4.063951233533529717e+00,4.101183514954986897e+00,4.929419903267657777e-01,9.839703146719828908e+01,1.000000000000000000e+02,9.001963582764467731e+01,9.930788865268206678e+01,1.746144492296521902e+09,1.746144499161770105e+09
5.000000000000000000e+00,9.240000000000000000e+02,2.300100515256576994e+00,1.000000000000000000e+00,4.956999999999999851e+00,9.500000000000000000e+01,1.500000000000000000e+01,1.000000000000000000e+00,5.507157681844006447e+00,3.927416088185566423e+00,6.232648365162264170e+00,3.224808691577628394e+00,9.866902087804585619e+01,1.000000000000000000e+02,7.565166200751582437e+01,9.523501702757805276e+01,1.746144661262676001e+09,1.746144667530972004e+09
